question,answer,question_type,skills,answer_type
how many percent of caregivers living with their care receiver were more likely than all other caregivers to have spent $2\,000 or more on care-related costs?,Composition,Filtering entity;Counting,Person
when did petrisor appeare for vissai ninh binh in the v-league?,2014.0,Simple,Filtering time,Date
how many percent of female-dominated occupations-defined as occupations where the proportion of female workers?,82.9,Composition,Counting,Number
how many percent of male-dominated occupations-defined as occupations where the proportion of male workers?,76.7,Composition,Counting,Number
how many percent of examining detailed occupations\, female-dominated occupations in health have higher levels of job stability than those in trades\,Simple,Counting,Person
how many percent of examining detailed occupations\, female-dominated occupations in education professions have higher levels of job stability than those in trades\,Simple,Counting,Person
when men are employed in female-dominated occupations\, what is their average one-year retention rate?,Simple,No skill,Person
from 2005 to 2013\, how many enterprises of the nalmf included on average?,Simple,No skill,Person
what is the number of nalmf are employer enterprises?,1155600.0,Simple,Counting,Number
how many workers among these employer enterprises employ each year?,16083500.0,Simple,Counting,Number
what is the number of workers of each enterprise hires on average?,13.9,Simple,Counting,Number
how many enterprises do the ceedd-bom cover?,5134700.0,Simple,Counting,Number
about one-sixth of them\, or 858\,Simple,Counting,Number
brizuela's first career club was deportivo merlo\, which division was during the 2015?,Simple,Ordinal,Date
herbert participated in the 200 m and what was the place with 26.02?,4.0,Simple,Filtering entity,Number
during fy 2013\, how many thousand dollars did federal agencies obligate to 1\,Simple,No skill,Person
how many thousand dollars did hhs account for the largest decrease in funding?,319362.0,Simple,Superlative;Counting,Number
how many thousand dollars did mitre corporation receive the most federal r&d and r&d plant funds among nonprofits in fy 2013?,484866.0,Simple,Superlative;Counting,Number
mitre corporation received the most federal r&d and r&d plant funds ($485 million) among nonprofits in fy 2013\, how many percent did dod provide of this funding?,Simple,Superlative,Person
which club did cameron transfer to\, in 2017?,Simple,Filtering time,Date
which club did maldonado join of torneo federal a in 2016-17?,agropecuario,Simple,No skill,Unknown
what is the final resut for atkinson completing the 200 m breaststroke?,2:29.53,Simple,Counting,Number
over the period from 2005 to 2013\, how many men-owned enterprises employed workers on an annual basis?,Simple,No skill,Person
over the period from 2005 to 2013\, how many workers on an annual basis did men-owned enterprises employ?,Simple,No skill,Person
what was the number of women-owned enterprises?,275300.0,Simple,Counting,Number
what was the number of women-owned associated was employment?,828700.0,Simple,Counting,Number
which group had a lower probability of being cyberstalked\, women who reported less than $40\,Simple,No skill,Person
which group had a lower probability of being cyberstalked\, women who reported less than $40\,Simple,No skill,Person
which country was michelle tyler from won the singles title at the french open girls event in 1976?,united kingdom michelle tyler,Simple,No skill,Person
how many rushing yards did michael vick have in the 2006 season?,6109.0,Simple,Counting,Date
how many rushing yards did michael vick make in the 2006 season?,1039.0,Simple,Counting,Date
