question,answer,question_type,skills,answer_type
What does the Brisbane Baylands development do?,The Brisbane Baylands development analyzes four concept plans: the Developer-Sponsored Plan (DSP)\,Simple,No skill,Person
What did Maxime Legault do after leaving the Americans?,After playing with the Americans\,Simple,Comparative;Filtering time,Person
Pakistan Muslim League (N) won how many of the 371 total seats\, in the 2013 Punjab provincial election?,Simple,Aggregation;Counting,Date
What was the outcome of the 1936 United States presidential election in Missouri?,Missouri was won by Franklin D. Roosevelt (D)\,Simple,No skill,Person
What was the record of William Alexander for Georgia Institute of Technology?,William Alexander served as the head football coach at the Georgia Institute of Technology from 1920 to 1944\,Simple,Filtering time,Date
What awards did Winona Ryder win in addition to her Academy Award nominations and Golden Globe Award win?,In addition to her Academy Award nominations and Golden Globe Award win\,Simple,No skill,Person
Which year did Marie Rasmussen set her record\, and how far was the distance?,Simple,No skill,Person
What is Shvedova quarterfinals record?,Shvedova has made three singles quarterfinals\,Simple,No skill,Person
What career changes did Michael Hutchinson make from 2010 to 2012?,In the 2010–11 season\,Simple,Filtering time,Date
How well did Coolio perform at the 1997 Grammys?,At the Grammy Awards in 1997\,Simple,Filtering time,Date
Which theatre company did Badland work with in 2006 and how many productions did they produce that year at the Theatre Royal?,In 2006\,Composition,Filtering entity;Counting,Date
Which two teams played in the 2014 Winter Classic\, and how many fans showed up at the game?,Simple,No skill,Person
What was  Olutoyin Augustus achievement in 2008 African Championships?,Augustus achieved silver medal in the 100 m hurdles event at the 2008 African Championships.,Simple,Filtering time,Date
Where did Cole ply his trade in the 2004 to 2005 season?,In 2004–05\,Intersection,Filtering time,Date
What was the outcome of the 43rd Quebec general election?,The 2018 general election resulted in a victory for the Coalition Avenir Québec (CAQ)\,Simple,Filtering time,Date
William Bertrand died on on what date\, and his son died by the name of what died on what date?,Simple,Filtering time,Person
Who appeared in a track from The Golden Age with SwizZz\, what was the name of the track and year it was released?,Composition,Filtering entity,Person
What channels did WZMQ have for 19.1\, 19.2 and 19.3?,Simple,Counting,Number
What role did Dulquer Salmaan play in 2014's Bangalore Days\, and who directed the film?,Simple,No skill,Person
According to the which year census\, who had a population of 5\,Simple,No skill,Person
What roles did  Katherine Bailess play in her movies in 2003 and 2004?,Bailess starred in the 2003 film: From Justin to Kelly\,Intersection,Filtering time,Date
What song did Julie & Ludwig\, Nuša Derenda perform and what country were they from?,Simple,No skill,Person
How did Andrei Krauchanka perform in the 2009 European cup and the World Championships?,Andrei Krauchanka won the European Cup Combined Events title and placed tenth at the 2009 World Championships.,Simple,Filtering time,Date
What date was Run released to contemporary hit radio in the United States\, and what label released it?,Simple,Filtering time,Person
How many goals and appearances did Richardson have for Nottingham Forest?,Richardson made 249 appearances\,Simple,Counting,Person
What was the highlight of the outcome of the 2016 Bahrain Grand Prix?,Hamilton set the fastest lap at the Bahrain Circuit\,Simple,No skill,Person
In which films did Scott Plank appear in 1994\, 1988\,Simple,Filtering time,Date
What two teams did Bořek Dočkal play for in 2017\, and what division was the second team in?,Simple,No skill,Person
Which party and candidate did Biju Janata Dal defeat in the 2009 election\, and by how many votes?,Intersection,Filtering time,Person
What show did Go Kyung-pyo star in in 2017 that was on KBS2?,Go starred in KBS2's Strongest Deliveryman in 2017.,Composition,Filtering time,Date
What role did Will Lee play in his 2012 game of Sleeping Dogs?,In 2012\,Simple,Filtering time,Date
As  the head football coach at Southern Illinois\, Doug Weaver posted records of 2–9 and 1–9–1 in which seasons?,Simple,No skill,Person
What singles did Williams release in 2013 and 2014?,Williams released his album\,Simple,No skill,Person
What events did Tariku Bekele compete in at the 2003 and 2004 World Youth Championships\, and what place did he finish in those races?,Intersection,No skill,Person
What two teams did Tom McCollum play for in the 2009-10 season\, and which league was each team in?,Simple,No skill,Person
What recognition did the song Girl Crush receive in 2016?,Little Big Town's Girl Crush was nominated for Song of the Year in 2016.,Simple,Filtering time,Date
In what years were Eliza Taylor nominated for Teen Choice Awards for Sci-Fi/Fantasy\, and what was the nominated work?,Simple,No skill,Person
What Broadway production did Jessica Vosk play in in 2018\, and which role did she play?,Simple,No skill,Person
Which three teams did Paul Hamilton coach\, what years did he coach each team\,Simple,No skill,Person
The Rise World Tour started on what date\, where\,Simple,Filtering time,Unknown
How has Lavilienie won 2 gold medals at the European Championships?,At the 2012 European Championships\,Simple,Filtering time,Date
What is the description of the 2018 Tour de France?,The 3\,Simple,Counting,Number
Marino Dusić along with who discovered 11706 Rijeka and 12512 Split\, in what year?,Simple,Negation;Filtering entity,Person
Which year did Chesley Johnston coach Maine\, and what was his overall record?,Simple,No skill,Person
What big fight was fixed in 2015?,In 2015\,Simple,Filtering time,Date
In the Dublin Marathon in 2009\, Solomon Busendich was tenth and\,Simple,No skill,Person
How did Zoff feature in the Italian league from 1961 to 1967?,Zoff made only four appearances in his first 1961–62 season for Udinese and moved to Mantova in 1963\,Intersection,Filtering time,Date
For which league and club did DeMerit appear for during the 2005-06 season?,During the 2005–06 season\,Intersection,Filtering time,Date
What part did Ryan play in the production of the songs We Exist and Chandelier?,Ryan Heffington choreographed the music videos for Arcade Fire's We Exist and Sia's Chandelier (2014).,Intersection,Filtering time,Date
What shows was N featured in 2014?,In 2014\,Simple,Filtering time,Date
When was the movie\, The Origin of Love released in France and U.K?,Simple,Filtering time,Person
What marked the performance of Ignisious Gaisah at the 2006 African Games?,At the 2006 African Championships\,Simple,Filtering time,Date
What was the result of the Weightlifting at the 1928 Summer Olympics – Men's 60 kg?,Pierino Gabetti and Hans Wölpert equalized in the three lifts while Franz Andrysek with 287.5 kilograms in the Weightlifting at the 1928 Summer Olympics – Men's 60 kg\,Simple,Filtering time,Date
What describes the winner of the 22-stage race?,The 22-stage race was won by Frenchman Bernard Hinault.,Simple,No skill,Person
When was the South Korean and Japanese version of Heaven song released?,The Heaven song was released on February 9\,Intersection,Filtering time,Date
From 2003  to 2011\, what did Hauger do in the Tippeligaen division?,Simple,No skill,Person
How many appearances did Michael McIndoe make for Doncaster Rovers\, and how many goals did he score?,Simple,Counting,Person
What was the outcome of the 1967 Japanese general election?,The 1967 Japanese general election result was a victory for the Liberal Democratic Party\,Simple,Filtering time,Date
What storage space can the Surface Pro 6 come with?,Surface Pro 6 is available with either 8 or 16GB of RAM\,Simple,No skill,Person
On June 2003\, who was elected Mayor of Pescara and was re-confirmed in what year and left the office on what date?,Simple,No skill,Person
In what competition did Shelly-Ann Fraser-Pryce set a personal best record\, what was the record\,Simple,Superlative,Person
What songs were produced by Ned in the album Up & Away?,Ned produced Walk In The Club and Hell & Back on Kid Ink's album Up & Away.,Simple,No skill,Person
What is the All American Freeway?,The All American Freeway is a highway connecting NC 295 and Fayetteville to Fort Bragg.,Simple,No skill,Person
What record win and loss did Gene Lamont have in Chicago White Sox and Pittsburgh Pirates?,Gene Lamont had a record of 258–210 with Chicago and a record of 295–352 with Pittsburgh.,Simple,No skill,Person
When was the most recent census for New Washington\, and what was the overall population?,Simple,Superlative;Filtering time,Person
In 1997\, where was Luíz Antônio dos Santos placed in the competitions he participated in?,Simple,No skill,Person
Penryn-3M Core 2\, with 2 MB L2 Cache\,Simple,Counting,Number
Eko Yuli Irawan participated in the which category at the this competition in 2009\, with how many kg in total.,Simple,No skill,Person
what were the Actual ridership in the morning for the Inauguration of Barack Obama in January 21\, 2013 and January 20\,Simple,Filtering time,Date
Who were the top two candidates\, and how many votes did each receive?,Simple,Filtering time,Person
What did  Thomas Puskailer do in 2011?,Puskailer released album\,Simple,No skill,Person
Which years did Vanessa Spínola compete in the World Youth Championships\, and what place did she finish each year?,Simple,No skill,Person
Who win the elections in 1983 and 2006?,Clare Short was elected as a Labour MP in 1983 and later was elected as an Independent Labour MP in 2006.,Simple,Filtering time,Date
What are the highlights of Władysław Kozakiewicz performance at the European Indoor Championships?,In 1979\,Simple,Filtering time,Date
